FIPStxt,State,Area name,Attribute,Value
30023,MT,Deer Lodge County,Population 2021,9491
30025,MT,Fallon County,Rural-urban continuum code 2013,9
30025,MT,Fallon County,Population 1990,3103
30025,MT,Fallon County,Population 2000,2835
30025,MT,Fallon County,Population 2010,2890
30025,MT,Fallon County,Population 2020,3049
30025,MT,Fallon County,Population 2021,3017
30027,MT,Fergus County,Rural-urban continuum code 2013,7
30027,MT,Fergus County,Population 1990,12083
30027,MT,Fergus County,Population 2000,11905
30027,MT,Fergus County,Population 2010,11586
30027,MT,Fergus County,Population 2020,11446
30027,MT,Fergus County,Population 2021,11617
30029,MT,Flathead County,Rural-urban continuum code 2013,5
30029,MT,Flathead County,Population 1990,59218
30029,MT,Flathead County,Population 2000,74507
30029,MT,Flathead County,Population 2010,90928
30029,MT,Flathead County,Population 2020,104357
30029,MT,Flathead County,Population 2021,108454
30031,MT,Gallatin County,Rural-urban continuum code 2013,5
30031,MT,Gallatin County,Population 1990,50484
30031,MT,Gallatin County,Population 2000,67837
30031,MT,Gallatin County,Population 2010,89513
30031,MT,Gallatin County,Population 2020,118960
30031,MT,Gallatin County,Population 2021,122713
30033,MT,Garfield County,Rural-urban continuum code 2013,9
30033,MT,Garfield County,Population 1990,1589
30033,MT,Garfield County,Population 2000,1279
30033,MT,Garfield County,Population 2010,1206
30033,MT,Garfield County,Population 2020,1173
30033,MT,Garfield County,Population 2021,1209
30035,MT,Glacier County,Rural-urban continuum code 2013,7
30035,MT,Glacier County,Population 1990,12121
30035,MT,Glacier County,Population 2000,13240
30035,MT,Glacier County,Population 2010,13399
30035,MT,Glacier County,Population 2020,13778
30035,MT,Glacier County,Population 2021,13785
30037,MT,Golden Valley County,Rural-urban continuum code 2013,3
30037,MT,Golden Valley County,Population 1990,912
30037,MT,Golden Valley County,Population 2000,1040
30037,MT,Golden Valley County,Population 2010,884
30037,MT,Golden Valley County,Population 2020,823
30037,MT,Golden Valley County,Population 2021,831
30039,MT,Granite County,Rural-urban continuum code 2013,8
30039,MT,Granite County,Population 1990,2548
30039,MT,Granite County,Population 2000,2841
30039,MT,Granite County,Population 2010,3079
30039,MT,Granite County,Population 2020,3309
30039,MT,Granite County,Population 2021,3344
30041,MT,Hill County,Rural-urban continuum code 2013,7
30041,MT,Hill County,Population 1990,17654
30041,MT,Hill County,Population 2000,16671
30041,MT,Hill County,Population 2010,16096
30041,MT,Hill County,Population 2020,16309
30041,MT,Hill County,Population 2021,16179
30043,MT,Jefferson County,Rural-urban continuum code 2013,9
30043,MT,Jefferson County,Population 1990,7939
30043,MT,Jefferson County,Population 2000,10034
30043,MT,Jefferson County,Population 2010,11406
30043,MT,Jefferson County,Population 2020,12085
30043,MT,Jefferson County,Population 2021,12470
30045,MT,Judith Basin County,Rural-urban continuum code 2013,8
30045,MT,Judith Basin County,Population 1990,2282
30045,MT,Judith Basin County,Population 2000,2326
30045,MT,Judith Basin County,Population 2010,2072
30045,MT,Judith Basin County,Population 2020,2023
30045,MT,Judith Basin County,Population 2021,2044
30047,MT,Lake County,Rural-urban continuum code 2013,6
30047,MT,Lake County,Population 1990,21041
30047,MT,Lake County,Population 2000,26482
30047,MT,Lake County,Population 2010,28746
30047,MT,Lake County,Population 2020,31134
30047,MT,Lake County,Population 2021,32033
30049,MT,Lewis and Clark County,Rural-urban continuum code 2013,5
30049,MT,Lewis and Clark County,Population 1990,47495
30049,MT,Lewis and Clark County,Population 2000,55716
30049,MT,Lewis and Clark County,Population 2010,63395
30049,MT,Lewis and Clark County,Population 2020,70973
30049,MT,Lewis and Clark County,Population 2021,72223
30051,MT,Liberty County,Rural-urban continuum code 2013,9
30051,MT,Liberty County,Population 1990,2295
30051,MT,Liberty County,Population 2000,2158
30051,MT,Liberty County,Population 2010,2339
30051,MT,Liberty County,Population 2020,1959
30051,MT,Liberty County,Population 2021,1946
30053,MT,Lincoln County,Rural-urban continuum code 2013,7
30053,MT,Lincoln County,Population 1990,17481
30053,MT,Lincoln County,Population 2000,18820
30053,MT,Lincoln County,Population 2010,19687
30053,MT,Lincoln County,Population 2020,19677
30053,MT,Lincoln County,Population 2021,20525
30055,MT,McCone County,Rural-urban continuum code 2013,9
30055,MT,McCone County,Population 1990,2276
30055,MT,McCone County,Population 2000,1971
30055,MT,McCone County,Population 2010,1734
30055,MT,McCone County,Population 2020,1729
30055,MT,McCone County,Population 2021,1718
30057,MT,Madison County,Rural-urban continuum code 2013,9
30057,MT,Madison County,Population 1990,5989
30057,MT,Madison County,Population 2000,6848
30057,MT,Madison County,Population 2010,7691
30057,MT,Madison County,Population 2020,8623
30057,MT,Madison County,Population 2021,8917
30059,MT,Meagher County,Rural-urban continuum code 2013,9
30059,MT,Meagher County,Population 1990,1819
30059,MT,Meagher County,Population 2000,1928
30059,MT,Meagher County,Population 2010,1891
30059,MT,Meagher County,Population 2020,1927
30059,MT,Meagher County,Population 2021,1964
30061,MT,Mineral County,Rural-urban continuum code 2013,8
30061,MT,Mineral County,Population 1990,3315
30061,MT,Mineral County,Population 2000,3871
30061,MT,Mineral County,Population 2010,4223
30061,MT,Mineral County,Population 2020,4535
30061,MT,Mineral County,Population 2021,4860
30063,MT,Missoula County,Rural-urban continuum code 2013,3
30063,MT,Missoula County,Population 1990,78687
30063,MT,Missoula County,Population 2000,95803
30063,MT,Missoula County,Population 2010,109299
30063,MT,Missoula County,Population 2020,117922
30063,MT,Missoula County,Population 2021,119533
30065,MT,Musselshell County,Rural-urban continuum code 2013,8
30065,MT,Musselshell County,Population 1990,4106
30065,MT,Musselshell County,Population 2000,4492
30065,MT,Musselshell County,Population 2010,4538
30065,MT,Musselshell County,Population 2020,4730
30065,MT,Musselshell County,Population 2021,4896
30067,MT,Park County,Rural-urban continuum code 2013,7
30067,MT,Park County,Population 1990,14515
30067,MT,Park County,Population 2000,15694
30067,MT,Park County,Population 2010,15636
30067,MT,Park County,Population 2020,17191
30067,MT,Park County,Population 2021,17473
30069,MT,Petroleum County,Rural-urban continuum code 2013,9
30069,MT,Petroleum County,Population 1990,519
30069,MT,Petroleum County,Population 2000,493
30069,MT,Petroleum County,Population 2010,494
30069,MT,Petroleum County,Population 2020,496
30069,MT,Petroleum County,Population 2021,519
30071,MT,Phillips County,Rural-urban continuum code 2013,9
30071,MT,Phillips County,Population 1990,5163
30071,MT,Phillips County,Population 2000,4601
30071,MT,Phillips County,Population 2010,4253
30071,MT,Phillips County,Population 2020,4217
30071,MT,Phillips County,Population 2021,4192
30073,MT,Pondera County,Rural-urban continuum code 2013,7
30073,MT,Pondera County,Population 1990,6433
30073,MT,Pondera County,Population 2000,6425
30073,MT,Pondera County,Population 2010,6153
30073,MT,Pondera County,Population 2020,5898
30073,MT,Pondera County,Population 2021,5994
30075,MT,Powder River County,Rural-urban continuum code 2013,9
30075,MT,Powder River County,Population 1990,2090
30075,MT,Powder River County,Population 2000,1858
30075,MT,Powder River County,Population 2010,1743
30075,MT,Powder River County,Population 2020,1694
30075,MT,Powder River County,Population 2021,1702
30077,MT,Powell County,Rural-urban continuum code 2013,6
30077,MT,Powell County,Population 1990,6620
30077,MT,Powell County,Population 2000,7185
30077,MT,Powell County,Population 2010,7027
30077,MT,Powell County,Population 2020,6946
30077,MT,Powell County,Population 2021,6999
30079,MT,Prairie County,Rural-urban continuum code 2013,9
30079,MT,Prairie County,Population 1990,1383
30079,MT,Prairie County,Population 2000,1199
30079,MT,Prairie County,Population 2010,1179
30079,MT,Prairie County,Population 2020,1088
30079,MT,Prairie County,Population 2021,1091
30081,MT,Ravalli County,Rural-urban continuum code 2013,6
30081,MT,Ravalli County,Population 1990,25010
30081,MT,Ravalli County,Population 2000,36093
30081,MT,Ravalli County,Population 2010,40212
30081,MT,Ravalli County,Population 2020,44174
30081,MT,Ravalli County,Population 2021,45959
30083,MT,Richland County,Rural-urban continuum code 2013,7
30083,MT,Richland County,Population 1990,10716
30083,MT,Richland County,Population 2000,9666
30083,MT,Richland County,Population 2010,9746
30083,MT,Richland County,Population 2020,11491
30083,MT,Richland County,Population 2021,11283
30085,MT,Roosevelt County,Rural-urban continuum code 2013,7
30085,MT,Roosevelt County,Population 1990,10999
30085,MT,Roosevelt County,Population 2000,10632
30085,MT,Roosevelt County,Population 2010,10425
30085,MT,Roosevelt County,Population 2020,10794
30085,MT,Roosevelt County,Population 2021,10821
30087,MT,Rosebud County,Rural-urban continuum code 2013,9
30087,MT,Rosebud County,Population 1990,10505
30087,MT,Rosebud County,Population 2000,9389
30087,MT,Rosebud County,Population 2010,9233
30087,MT,Rosebud County,Population 2020,8329
30087,MT,Rosebud County,Population 2021,8124
30089,MT,Sanders County,Rural-urban continuum code 2013,8
